Oven,Name,Cost,Revenue,Quantity,Hours to Cook,Unlocked?,Completed?,Primary Color,Holiday,Season,Type,Other Tags
Coffee Machine,Chocolate Art Coffee,1660,2800,700,4,FALSE,FALSE,,,,,
Coffin Drink Machine,Cookie Monster Shake,940,1400,350,1,TRUE,TRUE,,Halloween,,Smoothies & Milkshakes,
Coffin Drink Machine,Type A,2960,5200,1300,6,TRUE,TRUE,,Halloween,,Cold Drinks,
Coffin Drink Machine,Type B,5340,10900,2725,13,TRUE,TRUE,,Halloween,,Cold Drinks,
Coffin Drink Machine,Type O,5960,13900,3475,20,TRUE,TRUE,,Halloween,,Cold Drinks,
Coffin Drink Machine,Type AB,2960,5200,1300,6,FALSE,FALSE,,Halloween,,,
Coffin Drink Machine,Type O-,5340,10900,2725,13,FALSE,FALSE,,Halloween,,,
Coffin Drink Machine,Plasma,5960,13900,3475,20,FALSE,FALSE,,Halloween,,,
Coffin Drink Machine,Dirt Shake,1380,2200,550,3,FALSE,FALSE,,,,,
Coffin Drink Machine,Witch Shake,1620,3000,750,8,FALSE,FALSE,,Halloween,,,
Coffin Drink Machine,Witching Hour Hot Cocoa,940,1400,350,1,TRUE,FALSE,,Halloween,,,
Coffin Drink Machine,Mummy's Mulled Cidet,1380,2200,550,3,FALSE,FALSE,,Halloween,,,
Coffin Drink Machine,Dirt Shake,1380,2200,550,3,FALSE,FALSE,,,,,
Coffin Drink Machine,Phantom Vanilla Cream Fizz,1620,3000,750,8,FALSE,FALSE,,Halloween,,,
Cold Brew Machine,Dalgona Coffee,1220,1900,475,2,FALSE,FALSE,,,,,
Cold Brew Machine,Cold Brew Coffee,1600,2900,725,7,FALSE,FALSE,,,,,
Cold Brew Machine,Nitro Cold Brew,1640,3100,775,10,FALSE,FALSE,,,,,
Cold Treat Machine,Strawberry Shortcake Pop,1220,1900,475,2,FALSE,FALSE,,,,,
Cold Treat Machine,Sprinkle Chocolate Pop,1380,2200,550,3,FALSE,FALSE,,,,,
Cold Treat Machine,Cute Bear Pops,1540,2600,650,5,FALSE,FALSE,,,,,
Colombian Coffee Machine,Colombian Coffee,1220,1900,475,2,FALSE,FALSE,,,,,
Colombian Coffee Machine,Aguapanela Coffee,1600,2900,725,7,FALSE,FALSE,,,,,
Colombian Coffee Machine,Esponjada De Cafe,1640,3100,775,10,FALSE,FALSE,,,,,
Colonial Oven,Molasses Bites,1840,2900,725,2,TRUE,TRUE,,,,,
Colonial Oven,Pound Cake,2600,4300,1075,4,TRUE,TRUE,,,,,
Colonial Oven,Corn Muffins,3180,5600,1400,6,TRUE,TRUE,,,,Muffins,
Color Oven,Malpuas,1580,3500,700,6,FALSE,FALSE,,,,,
Color Oven,Malai Kulfi,1540,3250,650,5,FALSE,FALSE,,,,,
Color Oven,Thandai,1380,2750,550,3,FALSE,FALSE,,,,,
Colorful Popcorn Maker,Pink Popcorn,1220,1900,475,2,FALSE,FALSE,,,,,
Colorful Popcorn Maker,Blue Popcorn,1380,2200,550,3,FALSE,FALSE,,,,,
Colorful Popcorn Maker,Confetti Caramel Popcorn,1540,2600,650,5,FALSE,FALSE,,,,,
Colorful Popcorn Stove,Colorful Popcorn Balls,1220,1900,475,2,FALSE,FALSE,,,,,
Colorful Popcorn Stove,Colorful Popcorn Cookies,1600,2900,725,7,FALSE,FALSE,,,,,
Colorful Popcorn Stove,Colorful Popcorn Cake,1640,3100,775,10,FALSE,FALSE,,,,,
Commercial Oven,Jalapeno Cheddar,1740,3000,750,6,FALSE,FALSE,,,,,
Commercial Oven,Epi,1420,2400,600,4,FALSE,FALSE,,,,,
Commercial Oven,Sourdough Boule,1000,1600,400,2,FALSE,FALSE,,,,,
Confetti Oven,Birthday Surprise,1220,1900,475,2,FALSE,FALSE,,,,,
Confetti Oven,Confetti Berries,1380,2200,550,3,FALSE,FALSE,,,,,
Confetti Oven,Candle Donuts,1540,2600,650,5,FALSE,FALSE,,,,,
Cookie Dough Maker,Brownie Dough,1600,2900,725,7,FALSE,FALSE,,,,,
Cookie Dough Maker,Unicorn Dough,1640,3100,775,9,FALSE,FALSE,,,,,
Cookie Dough Maker,Choco Chip Cookie Dough,1380,2200,550,3,FALSE,FALSE,,,,,
Cool Bubble Oven,Bubble Pop,1220,1900,475,2,FALSE,FALSE,,,,,
Cool Bubble Oven,Rainbow Floss,1600,2900,725,7,FALSE,FALSE,,,,,
Cool Bubble Oven,Rainbow Macarons,1640,3100,775,10,FALSE,FALSE,,,,Macarons,
Cornucopi-Oven,Turkey Tarts,920,1500,375,2,TRUE,FALSE,,Thanksgiving,,Tarts,
Cornucopi-Oven,Turkey Cake Pops,640,1000,250,1,TRUE,FALSE,,Thanksgiving,,Cake Pops,
Cornucopi-Oven,Turkey Truffles,1120,1800,450,3,TRUE,FALSE,,Thanksgiving,,Candies/Sweets,
Cornucopia Oven,Smores Cupcake,1220,1900,475,2,FALSE,FALSE,,,,,
Cornucopia Oven,Owl Cookies,1380,2200,550,3,FALSE,FALSE,,,,,
Cornucopia Oven,Pear Tartlet,1540,2600,650,5,FALSE,FALSE,,,,,
Cottage Oven,Caramel Coffee Roll,1220,1900,475,2,TRUE,FALSE,,,,,
Cottage Oven,Almond Blondies,1380,2200,550,3,TRUE,FALSE,,,,Brownies,
Cottage Oven,Mountain Treats,1540,2600,650,5,TRUE,FALSE,,,,,
Cottage Stove,Strawberry Charlotte,1220,1900,475,2,TRUE,TRUE,,,,,
Cottage Stove,Framboiseier Cake,1600,2900,725,7,TRUE,TRUE,,,,,
Cottage Stove,Pink Croquembouche,1640,3100,775,10,FALSE,FALSE,,,,,
Cotton Tail Stove,Bunny Bait,1220,1900,475,2,FALSE,FALSE,,,,,
Cotton Tail Stove,Cotton Tail Cookies,1600,2900,725,7,FALSE,FALSE,,,,,
Cotton Tail Stove,Marshmallow Rabbits,1640,3100,775,10,FALSE,FALSE,,,,,
Crackling Drink Maker,Seers Sundae,1220,1900,475,2,FALSE,FALSE,,,,,
Crackling Drink Maker,Boo-sy Delight,1480,2500,625,4,FALSE,FALSE,,,,,
Crackling Drink Maker,Bewitching Cocktail,1640,3100,775,9,FALSE,FALSE,,,,,
Creature Cauldron,Goblin Bites,1220,1900,475,2,FALSE,FALSE,,Halloween,,,
Creature Cauldron,Creature Cone,1380,2200,550,3,FALSE,FALSE,,Halloween,,,
Creature Cauldron,Terrifying Truffles,1540,2600,650,5,FALSE,FALSE,,Halloween,,,
Crocheted Stove,Crocheted Cookie Squares,1220,1900,475,2,FALSE,FALSE,,,,,
Crocheted Stove,Autumn Crocheted Cake,1600,2900,725,7,FALSE,FALSE,,,,,
Crocheted Stove,Crocheted Turkey Cake,1640,3100,775,10,FALSE,FALSE,,,,,
Crystal Chiller,Assorted Crystal Candies,1220,1900,475,2,TRUE,TRUE,Rainbow,,,Candies/Sweets,
Crystal Chiller,Crystal Candy Flowers,1380,2200,550,3,TRUE,TRUE,Rainbow,,,,
Crystal Chiller,Crystal Candy Butterflies,1540,2600,650,5,TRUE,TRUE,,,,,
Crystal Oven,Crystal Cookies,1220,1900,475,2,TRUE,TRUE,,,,,
Crystal Oven,Crystal Cupcakes,1600,2900,725,7,TRUE,TRUE,,,,,
Crystal Oven,Crystal Cake,1640,3100,775,10,TRUE,TRUE,Rainbow,,,,
Cursed Oven,Hallowedding Cake,1440,2300,575,5,FALSE,FALSE,,,,,
Cursed Oven,Web of Pies,1220,2100,525,3,FALSE,FALSE,,,,,
Cursed Oven,Specter Berries,1120,1800,450,2,FALSE,FALSE,,,,,
Cursed Stove,Boo Brownies,860,1400,350,2,FALSE,FALSE,,,,,
Cursed Stove,Hoot Cakes,740,1200,300,1,FALSE,FALSE,,,,,
Cursed Stove,Which Witch,1020,1600,400,3,FALSE,FALSE,,,,,
Cute Camp Oven,Bonfire Cupcake,1220,1900,475,2,FALSE,FALSE,,,,,
Cute Camp Oven,Campe Waffle Cake,1380,2200,550,3,FALSE,FALSE,,,,,
Cute Camp Oven,Campfire Cone,1540,2600,650,5,FALSE,FALSE,,,,,
Deadly Drink Machine,Creeping Cocktail,1220,1900,475,2,FALSE,FALSE,,,,,
Deadly Drink Machine,Bug-Juice,1380,2200,550,3,FALSE,FALSE,,,,,
Deadly Drink Machine,Pin-Stripe Pint,1540,2600,650,5,FALSE,FALSE,,,,,
Deep Fryer,Cereal Donut,940,1400,350,1,TRUE,TRUE,,,,Donuts,
Deep Fryer,Berry Beignets,940,1400,350,1,TRUE,TRUE,,,,Donuts,
Deep Fryer,Sprinkle Donut,740,1300,325,3,TRUE,TRUE,,,,Donuts,
Deep Fryer,Jelly Donut,2880,5000,1250,6,TRUE,TRUE,,,,Donuts,
Deep Fryer,Donut Holes,3620,6600,1650,8,TRUE,TRUE,,,,Donuts,
Deep Fryer,Creme Donut,3660,6400,1600,6,TRUE,TRUE,,,,Donuts,
Deep Fryer,Chocolate Donut,4620,9200,2300,12,TRUE,TRUE,,,,Donuts,
Deep Fryer,Donut Surprise,5140,10300,2575,12,TRUE,TRUE,,,,Donuts,
Deep Fryer,Glazed Donuts,5900,14300,3575,24,TRUE,TRUE,,,,Donuts,
Deep Fryer,Peach Cobbler Beignets,1380,2200,550,3,FALSE,FALSE,,,,,
Deep Fryer,Bunny Beignets,1620,3000,750,8,FALSE,FALSE,,,,,
Deep Fryer,Strawberry Coffee Cake Donut,1380,2200,550,3,FALSE,FALSE,,,,,
Deep Fryer,Unicorn Donut,1620,3000,750,8,FALSE,FALSE,,,,,
Deep Sea Oven,Beach Cookies,940,1400,350,1,TRUE,FALSE,Teal,,Summer,Cookies,
Deep Sea Oven,Turtle Cupcake,940,1400,350,1,TRUE,FALSE,,,Summer,Cupcakes,
Deep Sea Oven,Cream Puffer Fish,1220,2100,525,5,TRUE,TRUE,Pink,,,Cupcakes,
Deep Sea Oven,Grape Berrier Reef,1720,2800,700,3,FALSE,FALSE,,,,,
Deep Sea Oven,Sea Sponge Cake,1420,2200,550,2,FALSE,FALSE,,,,,
Deep Sea Oven,Starfish Cookies,1380,2200,550,3,FALSE,FALSE,,,,,
Deep Sea Oven,Seahorse Cookie,1620,3000,750,8,FALSE,FALSE,,,,,
Deep Sea Oven,Fishing Cupcakes,1380,2200,550,3,FALSE,FALSE,,,,,
Deep Sea Oven,Floating Teddy Cupcakes,1620,3000,750,8,FALSE,FALSE,,,,,
Dehydrator,Candied Lotus Root,660,1000,250,1,FALSE,FALSE,,,,,
Dehydrator,Fruit Leater,940,1400,350,1,FALSE,FALSE,,,,,
Dehydrator,Fruit Trail Mix,1380,2200,550,3,FALSE,FALSE,,,,,
Dehydrator,Apple Chips,1620,3000,750,8,,FALSE,,,,,
Dim Sum Station,Heart Buns,940,1400,350,1,TRUE,FALSE,Purple,Valentine's Day,Spring,,
Dim Sum Station,Bunny Bao,940,1400,350,1,TRUE,FALSE,Tan,Easter,Spring,,
Dim Sum Station,Kitty Mochi,940,1400,350,1,TRUE,FALSE,Green,,Spring,Ice Creams,
Dim Sum Station,Baozi,2400,3900,975,3,TRUE,FALSE,White,,,,
Dim Sum Station,White Peach Mooncake,940,1400,350,1,TRUE,TRUE,Tan,,,,
Dim Sum Station,Char Siu Pastries,2780,4600,1150,4,TRUE,FALSE,Tan,,,Pastries,
Dim Sum Station,Egg Tart,3400,6000,1500,6,TRUE,FALSE,Yellow,,,Tarts,
Dim Sum Station,Shoumei Tea,2020,3400,850,4,TRUE,FALSE,Yellow,,,Hot Teas,
Dim Sum Station,Guk Fa Tea,2260,3900,975,5,TRUE,FALSE,Red,Christmas,Winter,Hot Teas,
Dim Sum Station,Bo Lay Tea,2680,4800,1200,7,TRUE,FALSE,Blue,,,Hot Teas,
Dim Sum Station,Hedgehog Bao,1380,2200,550,3,FALSE,FALSE,,,,,
Dim Sum Station,Kitty Bao,1620,3000,750,8,FALSE,FALSE,,,,,
Dim Sum Station,Matcha Mooncakes,1380,2200,550,3,FALSE,FALSE,,,,,
Dim Sum Station,Purple Sweet Potato Mooncakes,1620,3000,750,8,FALSE,FALSE,,,,,
Dim Sum Station,Strawberry Buns,1380,2200,550,3,FALSE,FALSE,,,,,
Dim Sum Station,Animal Bao,1620,3000,750,8,FALSE,FALSE,,,,,
Dim Sum Station,Bunny Mochi,1380,2200,550,3,FALSE,FALSE,,,,,
Dim Sum Station,Pig Mochi,1620,3000,750,8,FALSE,FALSE,,,,,
Disco Stove,Raspberry Moussecake,1220,1900,475,2,FALSE,FALSE,,,,,
Disco Stove,Fancy Semifreddo,1600,2900,725,7,FALSE,FALSE,,,,,
Disco Stove,Currant Roulade,1640,3100,775,10,FALSE,FALSE,,,,,
Disposable Stove,Camera Lens Coffee,1380,2200,550,3,FALSE,FALSE,,,,,
Disposable Stove,Tripod Treats,1640,3200,800,11,FALSE,FALSE,,,,,
Disposable Stove,Flash Cookies,1620,3000,750,8,FALSE,FALSE,,,,,
Dogwood Oven,Dogwood Jello,1220,1900,475,2,FALSE,FALSE,,,,,
Dogwood Oven,Dogwood Cookies,1380,2200,550,3,FALSE,FALSE,,,,,
Dogwood Oven,Dowood Cupcakes,1540,2600,650,5,FALSE,FALSE,,,,,
Dogwood Stove,Dogwood 1-Tier Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Dogwood Stove,Dogwood 2-Tier Cake,1600,2900,725,7,FALSE,FALSE,,,,,
Dogwood Stove,Dogwood 3-Tier Cake,1640,3100,775,10,FALSE,FALSE,,,,,
Donut Fryer,Mochi Donuts,1220,1900,475,2,TRUE,FALSE,,,,Donuts,Tray
Donut Fryer,Braid Donut,1380,2200,550,3,FALSE,FALSE,,,,,
Donut Fryer,Cardamom Rose Donut,1540,2600,650,5,FALSE,FALSE,,,,,
Dorothys Oven,Toto Cookie,1220,1900,475,2,FALSE,FALSE,,,,,
Dorothys Oven,Yellow Brick Scones,1380,2200,550,3,FALSE,FALSE,,,,,
Dorothys Oven,Ruby Slipper Cupcake,1540,2600,650,5,FALSE,FALSE,,,,,
Dragon's Breath Stove,Frostbite Bars,1220,1900,475,2,TRUE,TRUE,,,,Single Layer Cakes,
Dragon's Breath Stove,Warlock's Shadowberry Tart,1600,2900,725,7,FALSE,FALSE,,,,,
Dragon's Breath Stove,Minotaur's Labryinth Rolls,1640,3100,775,10,FALSE,FALSE,,,,,
Drink Mixer,Shamrock Matcha Drink,1380,2200,550,3,TRUE,TRUE,Green,St Patricks Day,,Cold Drinks,
Drink Mixer,St Patty's Rainbow Shake,1620,3000,750,8,TRUE,TRUE,,St Patricks Day,,Smoothies & Milkshakes,
Drink Mixer,Coffee,30,110,110,0.08333,TRUE,TRUE,,,,Coffees,
Drink Mixer,Espresso,250,900,450,4,TRUE,TRUE,,,,Coffees,
Drink Mixer,Hot Chocolate,750,3300,825,16,TRUE,TRUE,Brown,,,Hot Chocolates,
Drink Mixer,Latte,3020,7300,730,24,TRUE,TRUE,,,,Coffees,
Drink Mixer,Egg Nog,1580,2900,580,8,TRUE,TRUE,White,Christmas,,Cold Drinks,
Drink Mixer,Heart Coffee,1760,2900,725,4,TRUE,TRUE,Red,,,Coffees,
Drink Mixer,Chamomile Tea,740,1100,275,1,TRUE,TRUE,,,,Hot Teas,
Drink Mixer,Sparkling Cider,1940,3400,850,6,TRUE,TRUE,,,,Cold Drinks,
Drink Mixer,Mocha,800,1200,300,0.5,TRUE,TRUE,Brown,,,Coffees,
Drink Mixer,Love Potion,4640,11200,1120,24,TRUE,TRUE,Red,,,Cold Drinks,
Drink Mixer,Sparkling Clover Drink,940,1400,350,1,TRUE,TRUE,Green,St Patricks Day,,Cold Drinks,
Drink Mixer,Sweet Tea,1000,1500,375,0.5,TRUE,TRUE,Yellow,,,Cold Drinks,
Drink Mixer,Chai Tea,1560,2500,500,3,TRUE,TRUE,Brown,,,Hot Teas,
Drink Mixer,Matcha,1620,2500,625,1,TRUE,TRUE,Green,,,Cold Drinks,
Drink Mixer,White Peach Tea,1760,2700,675,1,TRUE,TRUE,Yellow,,,Hot Teas,
Drink Mixer,Apple Tea,1080,1700,425,2,TRUE,TRUE,Red,,,Hot Teas,
Drink Mixer,Jasmine Tea,2120,3300,825,1,TRUE,TRUE,Green,,,Cold Drinks,
Drink Mixer,Green Juice,1320,2100,525,2,TRUE,TRUE,Green,,,Cold Drinks,
Drink Mixer,Citrine Juice,2180,3500,875,2,TRUE,TRUE,Yellow,,,Cold Drinks,
Drink Mixer,Iced Chamomile Tea,1940,3200,800,3,TRUE,TRUE,Yellow,,,Cold Drinks,
Drink Mixer,Donut Frosty,2800,4700,1175,4,TRUE,TRUE,Brown,,,Smoothies & Milkshakes,
Drink Mixer,Strawberry Smoothie,2880,4600,1150,2,TRUE,TRUE,Red,,,Smoothies & Milkshakes,
Drink Mixer,Chocolate Milkshake,2920,5400,1350,8,TRUE,TRUE,Brown,,,Smoothies & Milkshakes,
Drink Mixer,Red Juice,2100,3600,900,5,TRUE,TRUE,Red,,,Cold Drinks,
Drink Mixer,Watermelon Juice,3100,5200,1300,4,TRUE,TRUE,Pink,,,Cold Drinks,
Drink Mixer,Oolong Green Tea,3160,5800,1450,8,TRUE,TRUE,Green,,,Hot Teas,
Drink Mixer,Lemonade,3340,5800,1450,6,TRUE,TRUE,Yellow,,,Cold Drinks,
Drink Mixer,Citrine Tea,3060,5100,1275,4,TRUE,TRUE,Yellow,,,Hot Teas,
Drink Mixer,Cappuccino,3640,7300,730,12,TRUE,TRUE,,,,Coffees,
Drink Mixer,Orange Blossom Tea,4620,8100,2025,6,TRUE,TRUE,Yellow,,,Hot Teas,
Drink Mixer,Frosty Coffee,4960,9100,2275,8,TRUE,TRUE,Brown,,,Coffees,
Drink Mixer,Earl Grey Tea,6240,15100,1510,24,TRUE,TRUE,Red,,,Hot Teas,
Drink Mixer,Hot Apple Cider,6660,14400,1440,16,TRUE,TRUE,Orange,,,Cold Drinks,
Drizzled Oven,Pink Strawberry Box,1220,1900,475,2,FALSE,FALSE,,,,,
Drizzled Oven,Chocolate Strawberry Box,1380,2200,550,3,FALSE,FALSE,,,,,
Drizzled Oven,Drizzle Strawberry Box,1540,2600,650,5,FALSE,FALSE,,,,,
Drum Kit Oven,Frozen Fruit Pops,1480,2500,625,4,FALSE,FALSE,,,,,
Drum Kit Oven,Iced Berry Pops,1380,2200,550,3,FALSE,FALSE,,,,,
Drum Kit Oven,Maracas Cake Pops,1220,1900,475,2,FALSE,FALSE,,,,,
DSLR Oven,Instant Cookies,1380,2200,550,3,FALSE,FALSE,,,,,
DSLR Oven,Film Cakes,1580,2800,700,6,FALSE,FALSE,,,,,
DSLR Oven,Camera Cupcakes,1480,2500,625,4,FALSE,FALSE,,,,,
Dublin Dessert Oven,Soda Bread,1460,2300,575,2,TRUE,TRUE,,,,,
Dublin Dessert Oven,Irish Apple Tart,2060,3400,850,4,TRUE,TRUE,,,,Tarts,
Dublin Dessert Oven,Irish Mince Pie,3240,5900,1475,8,TRUE,TRUE,,,,,
Dublin Dessert Oven,Whiskey Butter Cookies,940,1300,350,1,TRUE,FALSE,Green,St Patricks Day,,Cookies,
Duckling Stove,Easter Egg Bites,1220,1900,475,2,FALSE,FALSE,,,,,
Duckling Stove,Chocolate Nest,1600,2900,725,7,FALSE,FALSE,,,,,
Duckling Stove,Tasty Ducklings,1640,3100,775,10,FALSE,FALSE,,,,,
Eggcellent Oven,Hatching Cookies,1220,1900,475,2,FALSE,FALSE,,Easter,,,Animal|Baby Shower
Eggcellent Oven,Egg Nest Tarts,1380,2200,550,3,FALSE,FALSE,,Easter,,,
Eggcellent Oven,Eggy Pops,1540,2600,650,5,FALSE,FALSE,,,,,
Egyptian Oven,Egyptian Cookies,1220,1900,475,2,FALSE,FALSE,,,,,
Egyptian Oven,Egyptian Cake Pop,1380,2200,550,3,FALSE,FALSE,,,,,
Egyptian Oven,Egyptian Cupcakes,1540,2600,650,5,FALSE,FALSE,,,,,
Egyptian Stove,Scarab Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Egyptian Stove,King Tut Cake,1600,2900,725,7,FALSE,FALSE,,,,,
Egyptian Stove,Pyramid Cake,1640,3100,775,10,FALSE,FALSE,,,,,
Electric Kettle,Rooibos,1380,2200,550,3,FALSE,FALSE,,,,,
Electric Kettle,Acai Berry Tea,1640,3200,800,11,FALSE,FALSE,,,,,
Electric Kettle,Mint Tea,1620,3000,750,8,FALSE,FALSE,,,,,
Elegant Oven,Gingerstar Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Elegant Oven,Gingerfrost Cupcake,1380,2200,550,3,FALSE,FALSE,,,,,
Elegant Oven,Toffee Pudding,1540,2600,650,5,FALSE,FALSE,,,,,
Emerald Isle Oven,Irish Coffee Cake,940,1400,350,1,TRUE,FALSE,Brown,St Patricks Day,,Single Layer Cakes,
Emerald Isle Oven,Matcha Crepe Cake,940,1400,350,1,TRUE,FALSE,Green,,,,
Emerald Isle Oven,Boxty,2520,4400,1100,6,TRUE,FALSE,,,,Savory,
Emerald Isle Oven,Chicken Curry Pasty,2920,5400,1350,8,TRUE,FALSE,,,,Savory,
Emerald Isle Oven,Shepherd's Pie,3260,6200,1550,10,TRUE,FALSE,,,,Savory,
Emerald Isle Oven,Irish Apple Cake,1380,2200,550,3,FALSE,FALSE,,,,,
Emerald Isle Oven,Irish Lemon Pudding Tart,1620,3000,750,8,FALSE,FALSE,,,,,
Emerald Isle Oven,Leprechaun Shake,1380,2200,550,3,FALSE,FALSE,,,,,
Emerald Isle Oven,Paddy Hat,1620,3000,750,8,FALSE,FALSE,,,,,
Emerald Oven,Minty Emerald,1620,3000,750,8,FALSE,FALSE,,,,,
Emerald Oven,Clover Rainbow Cakes,940,1400,350,1,FALSE,FALSE,,,,,
Emerald Oven,Lucky Clover Cakes,1380,2200,550,3,FALSE,FALSE,,,,,
Emerald Oven,Clover Field Cakes,1620,3000,750,8,FALSE,FALSE,,,,,
Emerald Oven,Geode Gateau,940,1400,350,1,FALSE,FALSE,,,,,
Emerald Oven,Blue Agate Cakes,1380,2200,550,3,FALSE,FALSE,,,,,
Emerald Oven,Chocolate Shamrock,940,1400,350,1,FALSE,FALSE,,,,,
Emerald Oven,Leprechip Cookies,1380,2200,550,3,FALSE,FALSE,,,,,
Emerald Oven,Patrick's Parfait,1620,3000,750,8,FALSE,FALSE,,,,,
Emerald Oven,Shamrock Cookies,5120,10700,2675,14,FALSE,FALSE,,,,,
Emerald Oven,Blarney Stone Bars,2680,4800,1200,7,FALSE,FALSE,,,,,
Emerald Oven,Rainbow Cupcake,660,1000,250,1,FALSE,FALSE,,,,,
Engine Block Stove,Pastel Bread,1040,2000,400,2,TRUE,FALSE,Rainbow,,,Breads,
Engine Block Stove,Molasses Gear Cookies,1940,4250,850,6,TRUE,FALSE,Brown,,,Cookies,
Engine Block Stove,Blueberry Orange Muffins,2100,5250,1050,12,TRUE,FALSE,,,,Muffins,
Equestrian Oven,Horse Cakepops,1220,1900,475,2,FALSE,FALSE,,,,,
Equestrian Oven,Caramel Apple Cider,1880,3100,775,4,FALSE,FALSE,,,,,
Equestrian Oven,Horshoe Cookies,980,1500,375,1,FALSE,FALSE,,,,,
Espresso Machine,Empire Espresso,2300,3900,975,5,TRUE,FALSE,White,,,Coffees,
Espresso Machine,Brooklyn Espresso,3340,6000,1500,7,TRUE,FALSE,White,,,Coffees,
Espresso Machine,Liberty Espresso,4880,9200,2300,9,TRUE,FALSE,White,,,Coffees,
Experiment Oven,Frankenstein Cookie,1220,1900,475,2,TRUE,TRUE,,,,Cookies,
Experiment Oven,Frankenstein Pudding,1380,2200,550,3,TRUE,TRUE,,,,,
Experiment Oven,Frankenstein Pop,1540,2600,650,5,TRUE,TRUE,,,,,
Fairy Tale Oven,Spellbound Cake Pops,2560,4400,1100,5,FALSE,FALSE,,,,,
Fairy Tale Oven,Enchanted Candy Apples,1700,2800,700,3,FALSE,FALSE,,,,,
Fairy Tale Oven,Magic Fruit Wands,860,1300,325,1,FALSE,FALSE,,,,,
Fall Drink Maker,Vanilla and Brown Sugar Cider,1540,2600,650,5,FALSE,FALSE,,,,,
Fall Drink Maker,Mulled Cider,1380,2200,550,3,FALSE,FALSE,,,,,
Fall Drink Maker,Hot Buttered Cider,600,900,225,1,FALSE,FALSE,,,,,
Fall Fountain,Pumpkin Spice Fizz,2080,3600,900,6,FALSE,FALSE,,,,,
Fall Fountain,Apple Fizz,1700,2800,700,4,FALSE,FALSE,,,,,
Fall Fountain,Cranberry Fizz,1200,1900,475,2,FALSE,FALSE,,,,,
Fall Oven,Pilgrim Pops,2000,3500,875,6,FALSE,FALSE,,,,,
Fall Oven,Turkey Cupcake,1620,2700,675,4,FALSE,FALSE,,,,,
Fall Oven,Candy Cornucopia,1160,1800,450,2,FALSE,FALSE,,,,,
Fancy Drink Machine,Raspberry Bubbling Cider,1220,1900,475,2,FALSE,FALSE,,,,,
Fancy Drink Machine,Cotton Candy Sparkler,1600,2900,725,7,FALSE,FALSE,,,,,
Fancy Drink Machine,Origami On Ice,1640,3100,775,10,FALSE,FALSE,,,,,
Fantasy Stove,Dragonscale Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Fantasy Stove,Unicorn Cookies,1600,2900,725,7,FALSE,FALSE,,,,,
Fantasy Stove,Storybook Cookies,1640,3100,775,10,FALSE,FALSE,,,,,
Fire Pit,Chhocolate Dipped S'mores,1220,2375,475,2,FALSE,FALSE,,,,,
Fire Pit,S'more Pie,1480,3125,625,4,FALSE,FALSE,,,,,
Fire Pit,S'mores,940,1750,350,1,FALSE,FALSE,,,,,
Firework Oven,Bursting Cake,1640,3875,775,10,FALSE,FALSE,,,,,
Firework Oven,Popping Cake Pops,1580,3500,700,6,FALSE,FALSE,,,,,
Firework Oven,Firework Cookies,1220,2375,475,2,FALSE,FALSE,,,,,
Flag Stove,Flag Pie,1480,625,3125,4,FALSE,FALSE,,,,,
Flag Stove,Spangled Cake,1580,3500,700,6,FALSE,FALSE,,,,,
Flag Stove,RWB Macaroons,940,1750,350,1,FALSE,FALSE,,,,Macarons,
Floral Cider Machine,Apple Aster Cider,1220,1900,475,2,TRUE,TRUE,,,,Cold Drinks,
Floral Cider Machine,Violet Cider,1600,2900,725,7,TRUE,TRUE,,,,Cold Drinks,
Floral Cider Machine,Bubbly Peach Rose Drink,1640,3100,775,10,TRUE,TRUE,,,,Cold Drinks,
Floral Fountain,Lavender Lemonade,1480,3250,650,6,FALSE,FALSE,,,,,
Floral Fountain,Hibiscus Iced Tea,1300,2750,550,4,FALSE,FALSE,,,,,
Floral Fountain,Rose Petal Soda,1200,2500,500,3,FALSE,FALSE,,,,,
Floral Oven,Violet Macarons,1300,2750,550,4,FALSE,FALSE,,,,Macarons,
Floral Oven,Dandelion Bread Pudding,760,1500,300,2,FALSE,FALSE,,,,,
Floral Oven,Candied Rose Petals,540,1000,200,1,FALSE,FALSE,,,,,
Floral Stove,Jelly Shortbread Cookies,1440,2300,575,2,FALSE,FALSE,,,,,
Floral Stove,Lemon Curd Tart,940,1500,375,3,FALSE,FALSE,,,,,
Floral Stove,Almond Tuiles,2060,3400,850,4,FALSE,FALSE,,,,,
Flower Bloom Oven,Raspberry Eclair,1220,1900,475,2,FALSE,FALSE,,,,,
Flower Bloom Oven,Flora Hand Pie,1380,2200,550,3,FALSE,FALSE,,,,,
Flower Bloom Oven,Blooming Cake,1540,2600,650,5,FALSE,FALSE,,,,,
Fluffy Oven,Mango Mochi,940,1400,350,1,TRUE,TRUE,,,,Ice Creams,
Fluffy Oven,Berry Souffle Pancakes,940,1400,350,1,TRUE,TRUE,Pink,,,Pancakes,
Fluffy Oven,Chicken Cupcake,940,1400,350,1,TRUE,TRUE,Yellow,,,Cupcakes,
Fluffy Oven,Orange Mochi,1380,2200,550,3,TRUE,TRUE,Orange,,,Ice Creams,
